,key,Bulk 1,Bulk 2,Bulk 3,Bulk 4,Bulk 5,Bulk 6,Bulk 7,Bulk 8,Bulk 9,Bulk 10,Bulk 11,Bulk 12,Bulk 13,Bulk 14,Bulk 15
1375,1428,,,,112.0,,,,,,,,203.0,,111.0,105.0
1376,1429,,,,116.0,,,,,,,,206.0,,112.0,100.0
1377,1430,,,71.0,84.0,,,,,,,,216.0,,112.0,102.0
1378,1431,,,51.0,140.0,,,,,,,,205.0,,101.0,101.0
1379,1432,,,,144.0,,,,,,,,215.0,,102.0,104.0
1380,1433,,,,65.0,,,,,,,,206.0,,100.0,104.0
1381,1434,,,,,,25.0,,,,,,,,303.0,102.0
1382,1435,,,23.0,,,,,,,,,309.0,,201.0,199.0
1383,1436,,,,,,,,,,,,280.0,,188.0,212.0
1384,1438,,,294.0,,,,,,,,,186.0,,130.0,126.0
1385,1439,,,,193.0,,,,,,,,280.0,,167.0,157.0
1386,1440,,,25.0,,,,,,,,,187.0,,131.0,123.0
1387,1441,,,,,,,,,,,,104.0,,130.0,54.0
1388,1442,,,129.0,,,,,,,,,107.0,,129.0,73.0
1389,1443,,,82.0,,,,,,,,,186.0,,129.0,123.0
1390,1444,,,44.0,,,,,,,,,185.0,,140.0,125.0
1391,1445,,,,135.0,,,,,,,,254.0,,129.0,205.0
1392,1446,,,,99.0,,,,,,,,256.0,,150.0,203.0
1393,1447,,,,88.0,,,,,,,,204.0,,129.0,203.0
1394,1448,,,,146.0,,,,,,,,256.0,,120.0,203.0
1395,1449,,,,110.0,,,,,,,,,,,
1396,1450,,,,106.0,,,,,,,,256.0,,119.0,202.0
1397,1451,,,,125.0,,,,,,,,411.0,,224.0,206.0
1398,1452,,,,96.0,,,,,,,,203.0,,102.0,102.0
1399,1453,,,98.0,,,,,,,,,206.0,,99.0,102.0
1400,1454,,,154.0,,,,,,,,,205.0,,110.0,101.0
1401,1455,,,,,,,,,,,,209.0,,102.0,103.0
1402,1456,,,71.0,,,,,,,,,206.0,,106.0,102.0
1403,1457,,,104.0,,,,,,,,,,,,
1404,1458,,,54.0,,,,,,,,,206.0,,103.0,101.0
1405,1459,,,,,,,,,,,98.0,,,106.0,
1406,1460,,,71.0,199.0,,,,,,,,412.0,,201.0,205.0
1407,1461,,,,195.0,,,,,,,,,,,
1408,1462,,,,158.0,,,,,,,,413.0,,104.0,104.0
1409,1463,,,,84.0,,,,,,,,206.0,,,
1410,1464,31.0,,,105.0,,,,,,,,774.0,,306.0,100.0
1411,1465,31.0,,,67.0,,,,,,,,461.0,,104.0,
1412,1466,,,,38.0,,,,,,,,255.0,,121.0,203.0
1413,1467,27.0,,,44.0,,,,,,,,513.0,,225.0,203.0
1414,1468,,,,130.0,,,,,,,,203.0,,203.0,204.0
1415,1469,27.0,,,168.0,,,,,,,,512.0,,223.0,123.0
1416,1470,27.0,,,,,,,,,107.0,,460.0,,226.0,202.0
1417,1471,27.0,,,82.0,,,,,,56.0,,514.0,,204.0,203.0
1418,1472,,,38.0,47.0,,,,,,58.0,,256.0,,119.0,205.0
1419,1473,,,148.0,,,,,,,56.0,,254.0,,119.0,205.0
1420,1474,,,,52.0,,,,,,108.0,,207.0,,120.0,103.0
1421,1475,,,,58.0,,,,,,,,412.0,,201.0,205.0
1422,1476,,,,88.0,,,,,,,,205.0,,101.0,102.0
1423,1477,,,,52.0,,,,,,,,,,,
1424,1478,,,,172.0,,,,,,,,207.0,,99.0,104.0
1425,1479,,,,125.0,,,,,,,,,,,
1426,1480,,,,107.0,,,,,,,,205.0,,101.0,106.0
1427,1481,,,,123.0,,,,,,,,205.0,,103.0,105.0
1428,1482,,,,86.0,,,,,,,,420.0,,272.0,208.0
1429,1483,,,62.0,134.0,,,,,,,,207.0,,181.0,104.0
1430,1484,,,43.0,170.0,,,,,,,,205.0,,131.0,105.0
1431,1485,,,,106.0,,,,,,,,,,,
1432,1486,,,153.0,91.0,,,,,,,,,,,
1433,1487,,,,170.0,,,,,,,,,,,
1434,1488,,,,133.0,,,,,,,,205.0,,103.0,104.0
1435,1489,,,,256.0,,,,,,,,207.0,,99.0,104.0
1436,1490,,,99.0,77.0,,,,,,,,411.0,,206.0,210.0
1437,1491,,,,176.0,,,,,,,,460.0,,199.0,208.0
1438,1492,,,,,,,,,,105.0,,412.0,,205.0,210.0
1439,1493,,,,,,,,,,108.0,,256.0,,100.0,105.0
1440,1494,,,100.0,66.0,,,,,,,,,,150.0,
1441,1495,,,,,,,,,,96.0,,,,,
1442,1496,,,,,,,,,,105.0,,,,,
1443,1497,,,49.0,,,,,,,95.0,,,,,
1444,1498,,,85.0,,,,,,,83.0,,,,,
1445,1499,,,,182.0,,,,,,,,205.0,,99.0,203.0
1446,1500,46.0,,,203.0,,,,,,,,413.0,,202.0,204.0
1447,1501,,,,239.0,,,,,,,,205.0,,100.0,203.0
1448,1502,,,51.0,,,165.0,,,,,,157.0,,202.0,154.0
1449,1503,,,,,,,,,,,,54.0,,202.0,55.0
1450,1504,,,,,,,,,,,,206.0,,102.0,204.0
1451,1505,,,,,,359.0,,,,,,,,,
1452,1506,,,150.0,,,55.0,,,,,,,,199.0,
1453,1507,,,,,,45.0,,,,,,,,,
1454,1508,,,,,,158.0,,,,,,,,,
1455,1509,,,,,,124.0,,,,,,,,,
1456,1510,,,68.0,,,211.0,,,,,,107.0,,181.0,104.0
1457,1511,,,,,,109.0,,,,,,209.0,,251.0,105.0
1458,1512,,,81.0,,,56.0,,,,,,205.0,,202.0,103.0
1459,1513,,,200.0,,,220.0,,,,,21.0,157.0,,180.0,103.0
1460,1514,,,92.0,,,,,,,,,,,,
1461,1515,,,,,,,,,,,,516.0,,223.0,209.0
1462,1516,62.0,,,,,,,,,,,616.0,,297.0,103.0
1463,1519,,,,,,,,,,,66.0,412.0,,200.0,207.0
1464,1520,,,267.0,,,,,,,,,,,,
1465,1521,,,224.0,,,,,,,,,,,,
1466,1522,,,176.0,,,,,,,,,,,,
1467,1523,,,196.0,,,,,,,,,,,,
1468,1524,,,50.0,49.0,,,,,,,,410.0,,198.0,208.0
1469,1525,,,,,,,,,,,,257.0,,,
1470,1526,,,,,,,,,,,,203.0,,72.0,
1471,1527,,,,,,,,,,,,205.0,,80.0,
1472,1528,,,,,,,,,,,,,,69.0,
1473,1529,48.0,,,,,,,,,,,361.0,,354.0,103.0
1474,1530,46.0,,,,,56.0,,,,,,256.0,,151.0,103.0
1475,1531,46.0,,6.0,,,,,,,,,306.0,,152.0,104.0
1476,1532,,,,,,,,,,,,463.0,,300.0,205.0
1477,1533,,,,,,,,,,,,258.0,,150.0,205.0
1478,1534,,,,,,,,,,,,,,200.0,
1479,1536,,,23.0,,,,,,,,,208.0,,150.0,205.0
1480,1537,,,,,,,,,,,,257.0,,149.0,204.0
1481,1538,,,60.0,,,,,,,,,,,152.0,
1482,1539,,,120.0,,,,,,,,,,,151.0,
1483,1540,,,,,,,,,,,,415.0,,198.0,208.0
1484,1541,,,,72.0,,,,,,,,,,,
1485,1542,,,,,,,,,,,,111.0,151.0,,110.0
1486,1543,,,,106.0,,,,,,,,,,,
1487,1544,,,,131.0,,,,,,,,206.0,,100.0,104.0
1488,1545,,,,75.0,,,,,,,,,,101.0,
1489,1546,,,,60.0,,,,,,,,,,,
1490,1547,,,,90.0,,,,,,,,,,,
1491,1548,,,,114.0,,,,,,,,,,,
1492,1549,,,,110.0,,,,,,,,,,150.0,
1493,1550,,,,90.0,,,,,,,,458.0,,247.0,209.0
1494,1551,,,,102.0,,,,,,,,413.0,,205.0,208.0
1495,1552,,,,44.0,,,,,,68.0,,335.0,,199.0,200.0
1496,1553,,,,117.0,,,,,,,,265.0,,139.0,
1497,1554,,,,174.0,,,,,,,,187.0,,200.0,117.0
1498,1555,27.0,,,69.0,,,,,,,,184.0,,139.0,127.0
1499,1556,,,,121.0,,,,,,,,260.0,,179.0,181.0
1500,1557,,,,143.0,,,,,,,,205.0,,141.0,106.0
1501,1558,,,,32.0,,,,,,87.0,,185.0,,140.0,127.0
1502,1559,,,41.0,,,,,,,47.0,,290.0,,210.0,191.0
1503,1560,,,,180.0,,,,,,,,189.0,,198.0,118.0
1504,1561,,,,43.0,,,,,,,,352.0,,218.0,228.0
1505,1562,,,,52.0,,,,,,54.0,,187.0,,223.0,116.0
1506,1563,,,,158.0,,,,,,,,479.0,,199.0,
1507,1564,,,,,,,,,,,,435.0,,198.0,
1508,1565,,,,,,,,,,,,416.0,,199.0,
1509,1567,,,,,,45.0,,,,,,,,196.0,
1510,1568,,,,71.0,,,,,,,,256.0,,150.0,207.0
1511,1569,,,,,,,,,,,,258.0,,151.0,202.0
1512,1570,,,,,,,,,,,,463.0,,349.0,205.0
1513,1571,,,,,,,,,,,,206.0,,97.0,104.0
1514,1572,,,,,,,,,,,,413.0,,199.0,205.0
1515,1573,,,,,,,,,,,,413.0,,196.0,208.0
1516,1574,,,62.0,,,,,,,,,460.0,,200.0,208.0
1517,1575,,,,,,,,,,,,205.0,,101.0,103.0
1518,1576,,,,,,,,,,,,204.0,,99.0,102.0
1519,1577,,,,,,,,,,,,411.0,,200.0,207.0
1520,1578,,,,,,,,,,,,414.0,,351.0,206.0
1521,1579,,,,,,,,,,,,207.0,,98.0,102.0
1522,1580,,,,,,,,,,,,206.0,,100.0,103.0
1523,1581,,,,,,,,,,,,413.0,,218.0,206.0
1524,1582,,,54.0,,,,,,,,,185.0,,139.0,113.0
1525,1583,,,,,,,,,,,,,,139.0,
1526,1584,,,177.0,,,73.0,,,,,,,,141.0,
1527,1585,,,220.0,,,174.0,,,,,,168.0,,142.0,
1528,1586,,,,,,106.0,,,,,42.0,,,140.0,
1529,1587,,,,,,,,,,,,185.0,,190.0,156.0
1530,1588,,,,,,,,,,,,,,141.0,
1531,1589,,,,101.0,,,,,,,,185.0,,193.0,124.0
1532,1590,,,47.0,,,,,,,,,,,141.0,
1533,1591,,,44.0,,,,,,,,,55.0,,29.0,54.0
1534,1592,,,62.0,,,,,,,,,107.0,,141.0,54.0
1535,1593,,,140.0,,,,,,,,,,,,
1536,1594,,,,,,,,,,,,207.0,,145.0,205.0
1537,1595,,,67.0,,,,,,,,,105.0,,153.0,105.0
1538,1596,,,163.0,,,,,,,,,156.0,,153.0,104.0
1539,1597,,,131.0,,,,,,,,,410.0,,278.0,205.0
1540,1598,,,,,,187.0,,,,,,204.0,,152.0,205.0
1541,1599,,,251.0,,,56.0,,,,,,465.0,154.0,132.0,160.0
1542,1600,,,151.0,,,43.0,,,,,,205.0,,151.0,204.0
1543,1601,,,64.0,,,36.0,,,,,,,,,
1544,1602,,,,75.0,,,,,,,,206.0,,151.0,203.0
1545,1603,,,,,,141.0,,,,,,461.0,,352.0,210.0
1546,1604,,,,,,250.0,,,,,,105.0,,201.0,104.0
1547,1605,,,,,,100.0,,,,,,,,201.0,104.0
1548,1606,,,,,,85.0,,,,,,156.0,,301.0,101.0
1549,1607,,,,,,120.0,,,,,,205.0,,201.0,105.0
1550,1608,,,,,,84.0,,,,,,156.0,,200.0,105.0
1551,1609,,,27.0,,,68.0,,,,,,206.0,,351.0,103.0
1552,1610,,,,,,106.0,,,,,,124.0,,302.0,104.0
1553,1611,,,,,,76.0,,,,,,296.0,,312.0,209.0
1554,1612,,,,,,67.0,,,,,,,,199.0,
1555,1613,,,,,,106.0,,,,,,,,298.0,
1556,1614,,,,,,218.0,,,,,,106.0,,249.0,105.0
1557,1615,,,,,,,,,,,,,,320.0,
1558,1616,31.0,,87.0,,,,,,,,,411.0,,302.0,208.0
1559,1617,,,,,,,,,,,,206.0,,100.0,104.0
1560,1618,,,102.0,,,,,,,,,,,,
1561,1619,,,45.0,,,,,,,,,,,,
1562,1620,,,,,,,,,,,,512.0,,200.0,104.0
1563,1621,31.0,,69.0,,,,,,,,,206.0,,101.0,
1564,1622,,,141.0,,,,,,,,,204.0,,99.0,104.0
1565,1624,,,,,,,,,,,,,,201.0,
1566,1625,,,103.0,,,,,,,,,105.0,,,
1567,1626,,,,,,,,,,,,256.0,,119.0,205.0
1568,1627,,,83.0,,,,,,,,,256.0,,129.0,203.0
1569,1628,,,172.0,,,,,,,,,258.0,,128.0,204.0
1570,1629,,,45.0,,,,,,,,,255.0,,135.0,205.0
1571,1630,,,136.0,,,,,,,,,106.0,,100.0,104.0
1572,1631,,,,,,,,,,,,256.0,,120.0,206.0
1573,1632,,,60.0,,,,,,,,,305.0,,130.0,204.0
1574,1633,,,44.0,,,,,,,,,,,,
1575,1634,,,25.0,,,,,,,,,258.0,,120.0,205.0
1576,1635,,,19.0,,,,,,,,,,,220.0,203.0
1577,1636,,,48.0,,,,,,,,,258.0,,129.0,204.0
1578,1637,,,203.0,,,,,,,,,255.0,,129.0,205.0
1579,1638,,,86.0,,,,,,,,,206.0,,300.0,105.0
1580,1639,,,126.0,,,,,,,,,205.0,,321.0,105.0
1581,1640,,,94.0,,,,,,,,,,,298.0,
1582,1641,,,88.0,,,,,,,,,415.0,,197.0,210.0
1583,1642,,,49.0,,,,,,,,,413.0,,198.0,213.0
1584,1643,,,95.0,,,,,,,,,411.0,,200.0,211.0
1585,1644,,,21.0,,,,,,,,,203.0,,102.0,104.0
1586,1645,46.0,,92.0,,,,,,,,,563.0,,222.0,213.0
1587,1646,,,79.0,,,,,,,,,204.0,,102.0,104.0
1588,1647,,,21.0,,,,,,,,,207.0,,120.0,104.0
1589,1648,,,45.0,,,,,,,,,415.0,,198.0,209.0
1590,1649,,,87.0,,,,,,,,,,,,
1591,1650,31.0,,49.0,,,,,,,,,667.0,,199.0,106.0
1592,1651,,,25.0,,,,,,,,,205.0,,201.0,106.0
1593,1652,,,25.0,,,,,,,,,207.0,,99.0,105.0
1594,1653,,,,,,,,,,,,412.0,,250.0,208.0
1595,1654,,,56.0,,,,,,,,,,,150.0,
1596,1655,,,176.0,,,,,,,,,207.0,,100.0,105.0
1597,1657,,,61.0,,,,,,,,,,,,
1598,1658,27.0,,137.0,,,,,,,,,399.0,,199.0,179.0
1599,1659,27.0,,,,,,,,,,,461.0,,200.0,
1600,1660,,,23.0,,,,,,,,,221.0,,180.0,192.0
1601,1661,,,220.0,,,,,,,,,283.0,,208.0,211.0
1602,1662,,,,,,,,,,,,262.0,,169.0,222.0
1603,1663,27.0,,107.0,,,,,,,,,461.0,,180.0,56.0
1604,1664,,,,,,105.0,,,,,71.0,208.0,,181.0,169.0
1605,1665,,,114.0,45.0,,,,,,56.0,,309.0,,199.0,211.0
1606,1666,,,36.0,,19.0,165.0,,,,,,159.0,,184.0,104.0
1607,1667,,,,,11.0,136.0,,,,,,183.0,,182.0,125.0
1608,1668,,,,,23.0,153.0,,,,,,184.0,,141.0,127.0
1609,1669,,,,,42.0,158.0,,,,,,,,141.0,
1610,1670,,,,,31.0,198.0,,,,,,,,200.0,
1611,1671,,,,,,254.0,,,,,,,,202.0,
1612,1672,,,,,34.0,,,,,,,,,200.0,
1613,1673,,,,,,159.0,,,,,,,,199.0,
1614,1674,,,,,22.0,190.0,,,,,,,,201.0,
1615,1675,,,,,61.0,88.0,,,,,,,,201.0,
1616,1676,,,,,33.0,40.0,,,,,,,,203.0,
1617,1677,,,79.0,,,,,,,,,206.0,,398.0,155.0
1618,1678,,,,,,,,,,,,205.0,,198.0,155.0
1619,1679,,,52.0,,,,,,,,,360.0,,280.0,260.0
1620,1680,,,72.0,,,,,,,,,206.0,,150.0,156.0
1621,1681,,,,,,,,,,,,,,149.0,
1622,1682,,,22.0,,,,,,,,,,,148.0,
1623,1683,,,77.0,,,,,,,,,,,149.0,
1624,1684,,,74.0,,,,,,,,,,,149.0,
1625,1685,,,,,,,,,,,,,,99.0,
1626,1686,,,,,,,,,,,,,,99.0,
1627,1687,,,67.0,,,,,,,,,411.0,,198.0,104.0
1628,1688,,,,,,,,,,,,253.0,,100.0,
1629,1689,,,,,,247.0,,,,,,733.0,305.0,248.0,224.0
1630,1690,,,123.0,,,,,,,,,157.0,,141.0,104.0
1631,1691,,,,,,40.0,,,,,,253.0,,165.0,181.0
1632,1692,,,,,,143.0,,,,,91.0,185.0,,129.0,107.0
1633,1693,,,,,,193.0,,,,,93.0,187.0,,128.0,126.0
1634,1694,,,,,,,,,,,,154.0,,130.0,106.0
1635,1695,,,47.0,,,,,,,,,157.0,,129.0,106.0
1636,1696,48.0,,144.0,,,,,,,,,206.0,,138.0,204.0
1637,1697,,,,,,,,,,,,401.0,,188.0,168.0
1638,1698,,,,,,,,,,,,263.0,,155.0,261.0
1639,1699,,,,,,,,,,,,156.0,,139.0,155.0
1640,1700,44.0,,,,,,,,,,,528.0,,199.0,
1641,1701,27.0,,,,,28.0,,,,,,464.0,,258.0,205.0
1642,1702,,,,,,83.0,,,,,,,,298.0,
1643,1703,,,,130.0,,,,,,,,461.0,,219.0,204.0
1644,1704,,,,128.0,,,,,,,,257.0,,128.0,205.0
1645,1705,,,,142.0,,,,,,,,206.0,,127.0,205.0
1646,1706,,,,81.0,,,,,,,,207.0,,117.0,206.0
1647,1707,,,,60.0,,,,,,,,207.0,,100.0,205.0
1648,1708,27.0,,,,,,,,,,,306.0,,95.0,206.0
1649,1709,,,,21.0,,,,,,,,207.0,,119.0,205.0
1650,1710,,,,,,,,,,90.0,,205.0,,99.0,206.0
1651,1711,27.0,,,,,,,,,91.0,,512.0,,196.0,204.0
1652,1712,,,,76.0,,,,,,,,,,149.0,
1653,1713,,,,,,,,,,81.0,,,,,
1654,1714,,,,,,,,,,88.0,,,,150.0,
1655,1715,,,,,,,,,,89.0,,,,,
1656,1716,,,197.0,,,,,,,,,206.0,,99.0,102.0
1657,1717,,,,,,,,,,97.0,,411.0,,199.0,209.0
1658,1718,,,,,,,,,,75.0,,,,,
1659,1719,83.0,,,,,,,,,65.0,,518.0,,296.0,
1660,1720,,,,,,,,,,,,462.0,,249.0,104.0
1661,1721,27.0,,171.0,23.0,,,,,,,,461.0,,298.0,103.0
1662,1722,,,21.0,,,,,,,,,,,149.0,
1663,1723,31.0,,131.0,,,,,,,,,204.0,,97.0,104.0
1664,1724,27.0,,126.0,,,,,,,,,441.0,,217.0,134.0
1665,1725,,,,131.0,,,,,,,,310.0,,191.0,209.0
1666,1726,27.0,,,50.0,,,,,,,,378.0,,188.0,199.0
1667,1727,27.0,,,81.0,,,,,,,,511.0,,218.0,
1668,1728,,,181.0,,,,,,,,,301.0,,207.0,198.0
1669,1729,,,126.0,,,,,,,,,186.0,,139.0,125.0
1670,1730,27.0,,156.0,,,,,,,,,345.0,,177.0,125.0
1671,1731,,,140.0,,,,,,,,,319.0,,199.0,210.0
1672,1732,,,212.0,13.0,,,,,,,,183.0,,138.0,123.0
1673,1733,,,202.0,,,,,,,,,185.0,,135.0,126.0
1674,1734,,,,113.0,,,,,,,,203.0,,119.0,204.0
1675,1735,,,,151.0,,,,,,,,257.0,,119.0,205.0
1676,1736,,,,71.0,,,,,,,,255.0,,119.0,202.0
1677,1737,,,,120.0,,,,,,,,255.0,,119.0,204.0
1678,1738,,,,71.0,,,,,,,,205.0,,118.0,203.0
1679,1739,,,,82.0,,,,,,,,258.0,,120.0,204.0
1680,1740,,,,101.0,,,,,,,,256.0,,96.0,203.0
1681,1741,,,,105.0,,,,,,,,205.0,,119.0,204.0
1682,1742,,,,65.0,,,,,,,,256.0,,98.0,201.0
1683,1743,,,,,,,,,,,,207.0,,247.0,
1684,1744,,,,,,,,,,,,415.0,,199.0,
1685,1745,,,,,,,,,,,,206.0,,144.0,
1686,1746,,,,,,,,,,,,410.0,,195.0,
1687,1747,,,,,,,,,,,,204.0,,198.0,
1688,1748,,,,,,,,,,,,412.0,,198.0,
1689,1749,,,,,,,,,,,51.0,177.0,,389.0,102.0
1690,1750,,,45.0,81.0,,,,,,,,204.0,,100.0,104.0
1691,1751,,,97.0,,,,,,,,,156.0,,249.0,104.0
1692,1752,,,83.0,,,,,,,,,207.0,,348.0,203.0
1693,1753,,,323.0,,,,,,,,,203.0,,100.0,203.0
1694,1754,,,139.0,,,,,,,,,411.0,,203.0,205.0
1695,1755,,,206.0,,74.0,236.0,,,,,,408.0,,199.0,205.0
1696,1756,,,252.0,,70.0,81.0,,,,,,205.0,,99.0,204.0
1697,1757,,,89.0,,74.0,88.0,,,,,,207.0,,101.0,204.0
1698,1758,,,,,,,,,,,,206.0,,352.0,203.0
1699,1759,46.0,,212.0,,33.0,121.0,,,,,,410.0,,251.0,205.0
1700,1760,,,53.0,,,,,,,,,306.0,,98.0,205.0
1701,1761,,,110.0,,,,,,,,,255.0,,101.0,203.0
1702,1762,,,62.0,,,,,,,,,256.0,,99.0,203.0
1703,1763,,,,,,,,,,,,255.0,,99.0,204.0
1704,1764,,,49.0,,,,,,,,,207.0,,97.0,205.0
1705,1765,,,158.0,,,,,,,,,255.0,,99.0,205.0
1706,1766,,,95.0,,,,,,,,,,,,
1707,1767,,,71.0,,,,,,,,,256.0,,101.0,205.0
1708,1768,,,19.0,,,,,,,,,,,,
1709,1769,,,112.0,,,,,,,,,258.0,,104.0,204.0
1710,1770,,,,,,,,,,,,204.0,,102.0,103.0
1711,1771,,,127.0,,,,,,,,,411.0,,200.0,209.0
1712,1772,,,,52.0,,,,,,,,204.0,,102.0,103.0
1713,1773,,,19.0,,,,,,,,,,,,
1714,1774,,,29.0,,,,,,,,,,,,
1715,1775,,,21.0,,,,,,,,,205.0,,119.0,105.0
1716,1776,,,106.0,,,,,,,,,422.0,,230.0,207.0
1717,1777,,,71.0,34.0,,,,,,,,206.0,,122.0,106.0
1718,1778,,,,,,,,,,,,433.0,,210.0,207.0
1719,1779,,,,,,,,,,,,206.0,,110.0,103.0
1720,1780,,,,,,,,,,,,411.0,,200.0,206.0
1721,1781,,,,,,,,,,,,417.0,,198.0,208.0
1722,1782,,,,,,,,,,,,206.0,,99.0,103.0
1723,1784,,,41.0,,,,,,,,,,,104.0,
1724,1785,,,,,,,,,,,,,,99.0,
1725,1786,,,123.0,,,,,49.0,147.0,,,,,,
1726,1787,,,,,,,,,,,,,,150.0,
1727,1788,,,,68.0,,,,,,,,511.0,,203.0,209.0
1728,1789,,,,107.0,,,,,,,,,,150.0,
1729,1790,,,,70.0,,,,,,,,,,101.0,
1730,1791,,,,55.0,,,,,,,,,,,
1731,1792,,,,19.0,,,,,,,,,,,
1732,1793,,,,100.0,,,,,,,,,,,
1733,1794,,,137.0,,,45.0,,,,,,,,202.0,
1734,1795,,,,135.0,,,,,,,,256.0,,119.0,204.0
1735,1796,,,,149.0,,,,,,,,257.0,,120.0,204.0
1736,1797,27.0,,,47.0,,,,,,,,206.0,,99.0,205.0
1737,1798,,,,,,67.0,,,,,19.0,206.0,,152.0,205.0
1738,1799,,,,,,,,,,126.0,,256.0,,124.0,204.0
1739,1800,,,,74.0,,,,,,104.0,,,,149.0,10.0
1740,1801,,,,25.0,,,,,,88.0,,253.0,,119.0,204.0
1741,1802,,,45.0,54.0,,,,,,,,204.0,,120.0,103.0
1742,1803,,,,59.0,,,,,,,,205.0,,101.0,103.0
1743,1804,,,,,,,,,,,,204.0,,98.0,104.0
1744,1805,,,,76.0,,,,,,,,206.0,,101.0,104.0
1745,1806,,,157.0,,,,,,,,,204.0,,99.0,103.0
1746,1807,,,226.0,31.0,,,,,,,,207.0,,101.0,104.0
1747,1808,,,226.0,30.0,603.0,,,,,,,210.0,,99.0,104.0
1748,1809,,,187.0,23.0,,,,,,,,,,251.0,
1749,1810,,,121.0,,,,,,,,,,,,
1750,1811,,,,106.0,,,,,,,,510.0,,204.0,209.0
1751,1812,,,,51.0,,,,,,,,,,149.0,
1752,1813,,,,36.0,,,,,,,,206.0,,,
1753,1814,,,56.0,,,,,,,91.0,,,,150.0,
1754,1815,31.0,,,136.0,,,,,,50.0,,479.0,,203.0,
1755,1816,62.0,,,92.0,,,,,,,,833.0,,249.0,
1756,1817,,,,,,,,,,,,207.0,,101.0,
1757,1819,,,132.0,,,,,,,,,206.0,,99.0,206.0
1758,1820,48.0,,,133.0,,,,,,,,205.0,,99.0,204.0
1759,1821,,,343.0,,33.0,,,,,,,206.0,,99.0,204.0
1760,1822,,,278.0,,77.0,,,,,,,,,249.0,
1761,1823,,,79.0,,,,,,,,17.0,,,253.0,
1762,1824,,,100.0,,,,,,,,,,,249.0,
1763,1825,,,66.0,,,,,,,,,,,251.0,
1764,1826,,,,,,,,,,,,104.0,,249.0,105.0
1765,1827,,,,,,151.0,,,,,,207.0,,248.0,205.0
1766,1828,,,,,,185.0,,,,,,,,149.0,
1767,1829,,,,,,142.0,,,,,,313.0,,298.0,210.0
1768,1830,,,,,,,,,,,,416.0,,220.0,205.0
1769,1831,,,85.0,,,,,,,,,205.0,,99.0,103.0
1770,1832,,,99.0,,,,,,,,,204.0,,99.0,102.0
1771,1833,,,99.0,,,,,,,,,203.0,,100.0,103.0
1772,1834,,,105.0,,,,,,,,,206.0,,99.0,102.0
1773,1835,,,,,,,,,,,,204.0,,99.0,103.0
1774,1836,,,,,,,,,,,,206.0,,601.0,103.0
1775,1837,58.0,,,,,,,,,,,511.0,,198.0,
1776,1838,,,43.0,,,,,,,,,512.0,,200.0,102.0
1777,1839,,,119.0,,,,,,,,,,,,
1778,1840,,,122.0,,,,,,,,,,,,
1779,1841,,,169.0,,,,,,,,,,,,
1780,1842,,,,142.0,,,,,,,,255.0,,191.0,104.0
1781,1843,,,,122.0,,,,,,,,,,,
1782,1844,,,80.0,,,,,,,,,410.0,,201.0,208.0
1783,1845,,,,133.0,,,,,,,,432.0,,201.0,208.0
1784,1846,,,,67.0,,,,,,,,205.0,,99.0,205.0
1785,1847,,,,179.0,,,,,,,,206.0,,99.0,204.0
1786,1848,,,,137.0,,,,,,,,205.0,,101.0,203.0
1787,1849,,,,141.0,,,,,,,,206.0,,99.0,203.0
1788,1850,,,,112.0,,,,,,,,205.0,,101.0,205.0
1789,1851,,,,97.0,,,,,,,,156.0,153.0,,59.0
1790,1852,,,,71.0,,,,,,,,206.0,,99.0,203.0
1791,1853,,,,,,,,,,,,413.0,,200.0,204.0
1792,1854,,,231.0,,,,,,,,32.0,205.0,,98.0,205.0
1793,1855,,,85.0,,,,,,,,,207.0,,347.0,205.0
1794,1856,,,36.0,,,,,,,,,206.0,,100.0,206.0
1795,1857,,,,,,,,,,,41.0,,,199.0,
1796,1858,,,,,,,,,,,,256.0,,120.0,205.0
1797,1859,,,,,,,,,,,,207.0,,149.0,202.0
1798,1860,,,120.0,,,,,,,,,205.0,,129.0,204.0
1799,1861,,,141.0,,,,,,,,,206.0,,121.0,207.0
1800,1862,,,76.0,,,,,,,,,,,119.0,
1801,1863,,,181.0,,,,,,,,,207.0,,199.0,204.0
1802,1864,,,,,,94.0,,,,,,206.0,,148.0,205.0
1803,1865,46.0,,30.0,,,,,,,,,255.0,,151.0,103.0
1804,1866,27.0,,171.0,,,,,,,,,412.0,,297.0,204.0
1805,1867,,,130.0,,,,,,,,,,,257.0,
1806,1868,,,197.0,,,,,,,,,,,149.0,
1807,1869,,,172.0,,,,,,,,,,,298.0,
1808,1870,,,,,,,,,,,,107.0,,,
1809,1871,,,231.0,,,,,,,,,461.0,,198.0,209.0
1810,1872,,,169.0,,,,,,,,,409.0,,197.0,
1811,1873,,,46.0,,,,,,,,,412.0,,198.0,208.0
1812,1874,,,57.0,,,,,,,,,205.0,,99.0,104.0
1813,1875,,,95.0,,,,,,,,,203.0,,97.0,204.0
1814,1876,,,74.0,,,,,,,,,206.0,,100.0,206.0
1815,1877,,,100.0,,,,,,,,,206.0,,100.0,203.0
1816,1878,,,,,,151.0,,,,,21.0,,,249.0,
1817,1879,,,,,,164.0,,,,,,206.0,,100.0,205.0
1818,1880,,,20.0,,,164.0,,,,,19.0,466.0,,450.0,206.0
1819,1881,,,29.0,,,330.0,,,,,198.0,462.0,,201.0,206.0
